OPS.1.1.6.A1;G 0.18
OPS.1.1.6.A1;G 0.25
OPS.1.1.6.A1;G 0.26
OPS.1.1.6.A2;G 0.25
OPS.1.1.6.A2;G 0.26
OPS.1.1.6.A3;G 0.26
OPS.1.1.6.A4;G 0.18
OPS.1.1.6.A4;G 0.25
OPS.1.1.6.A4;G 0.26
OPS.1.1.6.A5;G 0.27
OPS.1.1.6.A5;G 0.28
OPS.1.1.6.A6;G 0.18
OPS.1.1.6.A7;G 0.14
OPS.1.1.6.A7;G 0.18
OPS.1.1.6.A7;G 0.41
OPS.1.1.6.A10;G 0.18
OPS.1.1.6.A11;G 0.19
OPS.1.1.6.A11;G 0.38
OPS.1.1.6.A12;G 0.18
OPS.1.1.6.A12;G 0.25
OPS.1.1.6.A12;G 0.26
OPS.1.1.6.A12;G 0.28
OPS.1.1.6.A13;G 0.18
OPS.1.1.6.A13;G 0.19
OPS.1.1.6.A13;G 0.25
OPS.1.1.6.A13;G 0.26
OPS.1.1.6.A13;G 0.32
OPS.1.1.6.A13;G 0.38
OPS.1.1.6.A13;G 0.45
OPS.1.1.6.A13;G 0.46
OPS.1.1.6.A14;G 0.18
OPS.1.1.6.A14;G 0.28
OPS.1.1.6.A15 ;G 0.18
OPS.1.1.6.A15 ;G 0.25
OPS.1.1.6.A15 ;G 0.26
OPS.1.1.6.A16;G 0.14
OPS.1.1.6.A16;G 0.18
