OPS.3.2.A1;G 0.18
OPS.3.2.A1;G 0.29
OPS.3.2.A2;G 0.29
OPS.3.2.A3;G 0.18
OPS.3.2.A3;G 0.29
OPS.3.2.A4;G 0.14
OPS.3.2.A4;G 0.18
OPS.3.2.A4;G 0.19
OPS.3.2.A4;G 0.22
OPS.3.2.A4;G 0.29
OPS.3.2.A5;G 0.18
OPS.3.2.A5;G 0.29
OPS.3.2.A6;G 0.11
OPS.3.2.A6;G 0.18
OPS.3.2.A6;G 0.19
OPS.3.2.A7;G 0.11
OPS.3.2.A7;G 0.18
OPS.3.2.A7;G 0.27
OPS.3.2.A7;G 0.29
OPS.3.2.A8;G 0.11
OPS.3.2.A8;G 0.18
OPS.3.2.A8;G 0.29
OPS.3.2.A9;G 0.11
OPS.3.2.A9;G 0.18
OPS.3.2.A9;G 0.29
OPS.3.2.A10;G 0.11
OPS.3.2.A10;G 0.18
OPS.3.2.A10;G 0.29
OPS.3.2.A11;G 0.11
OPS.3.2.A11;G 0.25
OPS.3.2.A11;G 0.27
OPS.3.2.A11;G 0.42
OPS.3.2.A12;G 0.18
OPS.3.2.A12;G 0.29
OPS.3.2.A13;G 0.11
OPS.3.2.A13;G 0.18
OPS.3.2.A13;G 0.23
OPS.3.2.A14;G 0.11
OPS.3.2.A14;G 0.18
OPS.3.2.A14;G 0.25
OPS.3.2.A14;G 0.27
OPS.3.2.A14;G 0.29
OPS.3.2.A15;G 0.18
OPS.3.2.A15;G 0.29
OPS.3.2.A16;G 0.11
OPS.3.2.A16;G 0.18
OPS.3.2.A16;G 0.27
OPS.3.2.A16;G 0.29
OPS.3.2.A17;G 0.18
OPS.3.2.A17;G 0.19
OPS.3.2.A17;G 0.23
OPS.3.2.A17;G 0.29
OPS.3.2.A18;G 0.18
OPS.3.2.A18;G 0.29
OPS.3.2.A19;G 0.29
OPS.3.2.A19;G 0.35
OPS.3.2.A20;G 0.14
OPS.3.2.A20;G 0.19
OPS.3.2.A20;G 0.22
OPS.3.2.A20;G 0.29
OPS.3.2.A21;G 0.11
OPS.3.2.A21;G 0.25
OPS.3.2.A21;G 0.27
